id,old_id,title,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
S71,S64,How Deep is the Mud: Fathoming Architecture Technical Debt Using Designite,Tushar Sharma,Academia,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00018,"""@INPROCEEDINGS{Sharma2019-ew,
  title           = """"How deep is the mud: Fathoming architecture technical debt
                     using designite"""",
  booktitle       = """"2019 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"""",
  author          = """"Sharma, Tushar"""",
  publisher       = """"IEEE"""",
  month           =  may,
  year            =  2019,
  conference      = """"2019 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"""",
  location        = """"Montreal, QC, Canada""""
}
""","""We present Designite, a software design

quality assessment tool, that identifies seven well-known archi-
tecture smells.""",Designite
S72,S65,Mitigating Technical and Architectural Debt with Sonargraph,Alexander von Zitzewitz,Industry,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00022,"@INPROCEEDINGS{Von_Zitzewitz2019-xg,
  title           = ""Mitigating technical and architectural debt with
                     sonargraph"",
  booktitle       = ""2019 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""von Zitzewitz, Alexander"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  conference      = ""2019 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Montreal, QC, Canada""
}
","Therefore, the tool enables
architects and developers to formally describe their
architectural blueprint using a custom DSL (domain specific
language). ",Sonargraph
S73,S66,"TETRA, as a set of techniques and tools for calculating technical debt principal and interest","Boris Kontsevoi
Elizabeth Soroka
Sergei Terekhov",Industry,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00021,"@INPROCEEDINGS{Kontsevoi2019-ci,
  title           = ""{TETRA}, as a set of techniques and tools for calculating
                     technical debt principal and interest"",
  booktitle       = ""2019 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Kontsevoi, Boris and Soroka, Elizabeth and Terekhov,
                     Sergei"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  conference      = ""2019 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Montreal, QC, Canada""
}","The authors
share the details of the company proprietary approach to
technical debt management done with the help of the
Technical DebT Reduction plAtform, TETRA. They share the
measurement parameters, tools and major dimension for the
assessment.","SonarQube
TETRA"
S74,S67,On the Accuracy of SonarQube Technical Debt Remediation Time,"Nyyti Saarimaki
Maria Teresa Baldassarre
Valentina Lenarduzzi
Simone Romano",Academia,"2,019.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA.2019.00055,"@INPROCEEDINGS{Saarimaki2019-kc,
  title           = ""On the accuracy of {SonarQube} technical debt remediation
                     time"",
  booktitle       = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Saarimaki, Nyyti and Baldassarre, Maria Teresa and
                     Lenarduzzi, Valentina and Romano, Simone"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2019,
  conference      = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Kallithea-Chalkidiki, Greece""
}
","In this paper, we analyze
the accuracy of SonarQube remediation time on a set of 15
open source Java projects.",SonarQube
S75,S69,PageRank and Criticality of Architectural Smells,"Francesca Arcelli Fontana
Ilaria Pigazzini
Claudia Raibulet
Stefano Basciano
Riccardo Roveda",Both,"2,019.00",European Conference on Software Architecture,Conference,https://doi.org/10.1145/3344948.3344982,"@inproceedings{Fontana2019,
  doi = {10.1145/3344948.3344982},
  url = {https://doi.org/10.1145/3344948.3344982},
  year = {2019},
  publisher = {{ACM} Press},
  author = {Francesca Arcelli Fontana and Ilaria Pigazzini and Claudia Raibulet and Stefano Basciano and Riccardo Roveda},
  title = {{PageRank} and criticality of architectural smells},
  booktitle = {Proceedings of the 13th European Conference on Software Architecture  - {ECSA} {\textquotesingle}19 - volume 2}
}","In this paper

we focus our attention on three architectural smells based on de-
pendency issues, called Cyclic Dependency, Unstable Dependency,

and Hub-Like Dependency. Moreover, we evaluate the PageRank
and Criticality of these smells through the analysis of six projects.","Arcan
Gephi"
S76,S70,Are Static Analysis Violations Really Fixed? A Closer Look at Realistic Usage of SonarQube,"Diego Marcilio
Rodrigo Bonifacio
Eduardo Monteiro
Edna Canedo
Welder Luz
Gustavo Pinto",Academia,"2,019.00",International Conference on Program Comprehension,Conference,http://doi.org/10.1109/ICPC.2019.00040,"@INPROCEEDINGS{Marcilio2019-mj,
  title           = ""Are static analysis violations really fixed? A closer look
                     at realistic usage of {SonarQube}"",
  booktitle       = ""2019 {IEEE/ACM} 27th International Conference on Program
                     Comprehension ({ICPC})"",
  author          = ""Marcilio, Diego and Bonifacio, Rodrigo and Monteiro,
                     Eduardo and Canedo, Edna and Luz, Welder and Pinto,
                     Gustavo"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 IEEE/ACM 27th International Conference on Program
                     Comprehension (ICPC)"",
  location        = ""Montreal, QC, Canada""
}","In this paper we contribute with a comprehensive, multi-method
study about the usage of SonarQube (a popular static analysis
tool), mining 421,976 issues from 246 projects in four different
instance of SonarQube: two hosted in open-source communities
(Eclipse and Apache) and two hosted in Brazilian government
institutions (Brazilian Court of Account (TCU) and Brazilian
Federal Police (PF)).","SonarQube
sonar-issues-miner"
S77,S71,Reusing Code from StackOverflow: The Effect on Technical Debt,"Nikolaos Nikolaidis
Georgios Digkas
Apostolos Ampatzoglou
Alexander Chatzigeorgiou",Academia,"2,019.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA.2019.00022,"@INPROCEEDINGS{Digkas2019-gr,
  title           = ""Reusing code from {StackOverflow}: The effect on technical
                     debt"",
  booktitle       = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Digkas, Georgios and Nikolaidis, Nikolaos and Ampatzoglou,
                     Apostolos and Chatzigeorgiou, Alexander"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Kallithea-Chalkidiki, Greece""
}","In this paper, we present the results
of an empirical study on the relation between the existence of
reusing code retrieved from StackOverflow on the technical debt
of the target system.","PMD
SonarQube"
S78,S72,CBR Insight: Measure and Visualize Source Code Quality,"Jeremy Ludwig
Devin Cline",Industry,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00017,"@INPROCEEDINGS{Ludwig2019-zx,
  title           = ""{CBR} insight: Measure and visualize source code quality"",
  booktitle       = ""2019 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Ludwig, Jeremy and Cline, Devin"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Montreal, QC, Canada""
}","The goal of CBR Insight
(CBRI) is to provide an objective and understandable measure of
software quality that can help guide decisions and direct limited
resources during software acquisition, development, and

sustainment.",CBR Insight
S79,S73,DV8: Automated Architecture Analysis Tool Suites,"Yuanfang Cai
Rick Kazman",Academia,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00015,"@INPROCEEDINGS{Cai2019-da,
  title           = ""{DV8}: Automated architecture analysis tool suites"",
  booktitle       = ""2019 {IEEE/ACM} International Conference on Technical Debt
                     ({TechDebt})"",
  author          = ""Cai, Yuanfang and Kazman, Rick"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 IEEE/ACM International Conference on Technical Debt
                     (TechDebt)"",
  location        = ""Montreal, QC, Canada""
}","Here we present our tool suite called DV81. The objective
of DV8 is to measure software modularity, detect architecture
anti-patterns as technical debts, quantify the maintenance cost
of each instance of an anti-pattern, and enable return on
investment analyses of architectural debts.",DV8
S80,S74,A Study on Architectural Smells Prediction,"Francesca Arcelli Fontana
Paris Avgeriou
Ilaria Pigazzini
Riccardo Roveda",Both,"2,019.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA.2019.00057,"@INPROCEEDINGS{Arcelli_Fontana2019-hp,
  title           = ""A study on architectural smells prediction"",
  booktitle       = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Arcelli Fontana, Francesca and Avgeriou, Paris and
                     Pigazzini, Ilaria and Roveda, Riccardo"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2019,
  conference      = ""2019 45th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Kallithea-Chalkidiki, Greece""
}","In this paper, we evaluate if the existence of
architectural smells in the past versions of a project can be used
to predict their presence in the future.","Arcan
Machine Learning Packages R"
S81,S76,Towards an Autonomous Bot for Automatic Source Code Refactoring,"Marvin Wyrich
Justus Bogner",Academia,"2,019.00",International Workshop on Bots in Software Engineering ,Workshop,http://doi.org/10.1109/BotSE.2019.00015,"@INPROCEEDINGS{Wyrich2019-oh,
  title           = ""Towards an autonomous bot for automatic source code
                     refactoring"",
  booktitle       = ""2019 {IEEE/ACM} 1st International Workshop on Bots in
                     Software Engineering ({BotSE})"",
  author          = ""Wyrich, Marvin and Bogner, Justus"",
  publisher       = ""IEEE"",
  month           =  may,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 IEEE/ACM 1st International Workshop on Bots in
                     Software Engineering (BotSE)"",
  location        = ""Montreal, QC, Canada""
}","In this paper, we present our work towards the RefactoringBot, an autonomous bot that integrates into the team like a
human developer via the existing version control platform. The
bot automatically performs refactorings to resolve code smells
and presents the changes to a developer for asynchronous review
via pull requests.","Refactoring-Bot
SonarQube"
S82,S78,Is Self-Admitted Technical Debt a Good Indicator of Architectural Divergences?,"Giancarlo Sierra
Ahmad Tahmid
Emad Shihab
Nikolaos Tsantalis",Academia,"2,019.00","International Conference on Software Analysis, Evolution and Reengineering",Conference,https://doi.org/10.1109/SANER.2019.8667999,"@INPROCEEDINGS{Sierra2019-kq,
  title           = ""Is self-admitted technical debt a good indicator of
                     architectural divergences?"",
  booktitle       = ""2019 {IEEE} 26th International Conference on Software
                     Analysis, Evolution and Reengineering ({SANER})"",
  author          = ""Sierra, Giancarlo and Tahmid, Ahmad and Shihab, Emad and
                     Tsantalis, Nikolaos"",
  publisher       = ""IEEE"",
  month           =  feb,
  year            =  2019,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2019 IEEE 26th International Conference on Software
                     Analysis, Evolution and Reengineering (SANER)"",
  location        = ""Hangzhou, China""
}","This paper investigates the possibility of using SATD comments to resolve architectural divergences. We leverage a data set of previously classified SATD comments to trace them
to the architectural divergences of a large open source system, namely ArgoUML.",Understand
S83,S79,Understanding automated and human-based technical debt identification approaches-a two-phase study,"Rodrigo O. Spínola
Nico Zazworka
Antonio Vetro
Forrest Shull
Carolyn Seaman",Academia,"2,019.00",Journal of the Brazilian Computer Society,Journal,https://doi.org/10.1186/s13173-019-0087-5,"@article{Sp_nola_2019,
	doi = {10.1186/s13173-019-0087-5},
	url = {https://doi.org/10.1186%2Fs13173-019-0087-5},
	year = 2019,
	month = {jun},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {25},
	number = {1},
	author = {Rodrigo O. Sp{\'{\i}}nola and Nico Zazworka and Antonio Vetro and Forrest Shull and Carolyn Seaman},
	title = {Understanding automated and human-based technical debt identification approaches-a two-phase study},
	journal = {Journal of the Brazilian Computer Society}
}","To understand how to effectively elicit TD from humans, to investigate several types of tools for TD identification, and to understand the developers’ point of view about TD indicators and items reported by tools.","CodeVizard
FindBugs"
S84,S81,VisminerTD: a tool for automatic identification and interactive monitoring of the evolution of technical debt items,"Thiago S. Mendes
Felipe G. S. Gomes
David P. Gonçalves
Manoel G. Mendonça
Renato L. Novais
Rodrigo O. Spínola",Academia,"2,019.00",Journal of the Brazilian Computer Society,Journal,https://doi.org/10.1186/s13173-018-0083-1,"@article{Mendes_2019,
        doi = {10.1186/s13173-018-0083-1},
        url = {https://doi.org/10.1186%2Fs13173-018-0083-1},
        year = 2019,
        month = {jan},
        publisher = {Springer Science and Business Media {LLC}},
        volume = {25},
        number = {1},
        author = {Thiago S. Mendes and Felipe G. S. Gomes and David P. Gon{\c{c}}alves and Manoel G. Mendon{\c{c}}a and Renato L. Novais and Rodrigo O. Sp{\'{\i}}nola},
        title = {{VisminerTD}: a tool for automatic identification and interactive monitoring of the evolution of technical debt items},
        journal = {Journal of the Brazilian Computer Society}
}","This work presents VisminerTD, a tool that allows the automatic identification and interactive monitoring of the evolution of TD items by combining software metrics, code comment analysis, and information visualization.",VisminerTD
S85,S82,The Technical Debt Dataset,"Valentina Lenarduzzi
Nyyti Saarimäki
Davide Taibi",Academia,"2,019.00", International Conference on Predictive Models and Data Analytics in Software Engineering,Conference,https://doi.org/10.1145/3345629.3345630,"@inproceedings{Lenarduzzi_2019,
	doi = {10.1145/3345629.3345630},
	url = {https://doi.org/10.1145%2F3345629.3345630},
	year = 2019,
	month = {sep},
	publisher = {{ACM}},
	author = {Valentina Lenarduzzi and Nyyti Saarimäki and Davide Taibi},
	title = {The Technical Debt Dataset},
	booktitle = {Proceedings of the Fifteenth International Conference on Predictive Models and Data Analytics in Software Engineering}
}","In this work, we propose the Technical Debt Dataset, a curated set of
project measurement data from 33 Java projects from the Apache
Software Foundation.","Ptidej
SonarQube
RMiner
BetterCodeHub
CoverityScan"
S86,S83,Software Architecture Social Debt: Managing the Incommunicability Factor,Damian A. Tamburri,Academia,"2,019.00",IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,Journal,http://doi.org/10.1109/TCSS.2018.2886433,"@article{Tamburri_2019,
	doi = {10.1109/tcss.2018.2886433},
	url = {https://doi.org/10.1109%2Ftcss.2018.2886433},
	year = 2019,
	month = {feb},
	publisher = {Institute of Electrical and Electronics Engineers ({IEEE})},
	volume = {6},
	number = {1},
	pages = {20--37},
	author = {Damian A. Tamburri},
	title = {Software Architecture Social Debt: Managing the Incommunicability Factor},
	journal = {{IEEE} Transactions on Computational Social Systems}
}",This paper illustrates four recurrent antipatterns or community smells connected to such architectural social debt and outlines a means to measure the additional project cost connected to their underlying cause: decision incommunicability.,Understand
S87,S84,Towards Surgically-Precise Technical Debt Estimation: Early Results and Research Roadmap,"Valentina Lenarduzzi
Antonio Martini
Davide Taibi
Damian Andrew Tamburri",Academia,"2,019.00",International Workshop on Machine Learning Techniques for Software Quality Evaluation,Conference,https://doi.org/10.1145/3340482.3342747,"@INPROCEEDINGS{Lenarduzzi2019-hx,
  title           = ""Towards surgically-precise technical debt estimation:
                     early results and research roadmap"",
  booktitle       = ""Proceedings of the 3rd {ACM} {SIGSOFT} International
                     Workshop on Machine Learning Techniques for Software
                     Quality Evaluation - {MaLTeSQuE} 2019"",
  author          = ""Lenarduzzi, Valentina and Martini, Antonio and Taibi,
                     Davide and Tamburri, Damian Andrew"",
  publisher       = ""ACM Press"",
  year            =  2019,
  address         = ""New York, New York, USA"",
  copyright       = ""http://www.acm.org/publications/policies/copyright\_policy\#Background"",
  conference      = ""the 3rd ACM SIGSOFT International Workshop"",
  location        = ""Tallinn, Estonia""
}
","For the sake of simplicity, we focus on relatively simple regression modelling techniques and apply them to modelling the additional project cost connected to the sub-optimal
conditions existing in the projects under study.",SonarQube
S88,S85,Investigating instability architectural smells evolution: an exploratory case study,"Darius Sas
Paris Avgeriou
Francesca Arcelli Fontana",Academia,"2,019.00",International Conference on Software Maintenance and Evolution,Conference,http://doi.org/10.1109/ICSME.2019.00090,"@inproceedings{Sas_2019,
	doi = {10.1109/icsme.2019.00090},
	url = {https://doi.org/10.1109%2Ficsme.2019.00090},
	year = 2019,
	month = {sep},
	publisher = {{IEEE}},
	author = {Darius Sas and Paris Avgeriou and Francesca Arcelli Fontana},
	title = {Investigating Instability Architectural Smells Evolution: An Exploratory Case Study},
	booktitle = {2019 {IEEE} International Conference on Software Maintenance and Evolution ({ICSME})}
}","This study analyses the evolution of individual architectural smell instances over time, and the characteristics that define these instances.","Arcan
ASTracker"
S89,S86,Are architectural smells independent from code smells? An empirical study,"Francesca Arcelli Fontana
Valentina Lenarduzzi
Riccardo Roveda
Davide Taibi",Academia,"2,019.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2019.04.066,"@article{Arcelli_Fontana_2019,
	doi = {10.1016/j.jss.2019.04.066},
	url = {https://doi.org/10.1016%2Fj.jss.2019.04.066},
	year = 2019,
	month = {aug},
	publisher = {Elsevier {BV}},
	volume = {154},
	pages = {139--156},
	author = {Francesca Arcelli Fontana and Valentina Lenarduzzi and Riccardo Roveda and Davide Taibi},
	title = {Are architectural smells independent from code smells? An empirical study},
	journal = {Journal of Systems and Software}
}",The goal of this work is to understand whether architectural smells are independent from code smells or can be derived from a code smell or from one category of them.,"SonarQube
Plugin for SonarQube
Arcan"
S90,S87,Evolution of Technical Debt: An Exploratory Study,"Md Abdullah Al Mamun
Antonio Martini
Miroslaw Staron
Christian Berger
J ̈orgen Hansson",Academia,"2,019.00",International Workshop on Software Measurement,Workshop,https://research.chalmers.se/publication/524998/file/524998_Fulltext.pdf,"@inproceedings{inproceedings,
author = {Mamun, Md Abdullah and Martini, Antonio and Staron, Miroslaw and Berger, Christian and Hansson, Jörgen},
year = {2019},
month = {10},
pages = {},
title = {Evolution of Technical Debt: An Exploratory Study}
}",This exploratory study investigates whether a newly introduced metric ‘technical debt density trend’ helps to better understand and explain the evolution of technical debt.,SonarQube
S91,S88,On the Diffuseness of Code Technical Debt in Java Projects of the Apache Ecosystem,"Nyyti Saarimaki
Valentina Lenarduzzi
Davide Taibi",Academia,"2,019.00",International Conference on Technical Debt,Conference,http://doi.org/10.1109/TechDebt.2019.00028,"@inproceedings{Lenarduzzi_2019,
	doi = {10.1109/techdebt.2019.00028},
	url = {https://doi.org/10.1109%2Ftechdebt.2019.00028},
	year = 2019,
	month = {may},
	publisher = {{IEEE}},
	author = {Valentina Lenarduzzi and Nyyti Saarimaki and Davide Taibi},
	title = {On the Diffuseness of Code Technical Debt in Java Projects of the Apache Ecosystem},
	booktitle = {2019 {IEEE}/{ACM} International Conference on Technical Debt ({TechDebt})}
}","In this work, we aim to understand the diffuseness of
Technical Debt (TD) issues and the speed with which developers
remove them from the code if they introduced such an issue.",SonarQube
S92,S89,Influence of Developer Factors on Code Quality: A Data Study,"Maria Jose Salamea
Carles Farre",Academia,"2,019.00","International Conference on Software Quality, Reliability and Security Companion",Conference,http://doi.org/10.1109/QRS-C.2019.00035,"@inproceedings{Salamea_2019,
	doi = {10.1109/qrs-c.2019.00035},
	url = {https://doi.org/10.1109%2Fqrs-c.2019.00035},
	year = 2019,
	month = {jul},
	publisher = {{IEEE}},
	author = {Maria Jose Salamea and Carles Farre},
	title = {Influence of Developer Factors on Code Quality: A Data Study},
	booktitle = {2019 {IEEE} 19th International Conference on Software Quality, Reliability and Security Companion ({QRS}-C)}
}","Our initial hypothesis is that human
factors associated with the software developers, like coding
expertise, communication skills, and experience in the project
have some measurable impact on the code quality. In this
exploratory study, we test this hypothesis on two large open
source repositories, using TD as a code quality metric and the
data that may be inferred from the version control systems.",SonarQube
S93,S197,Improving Code Smell Predictions in Continuous Integration by Differentiating Organic from Cumulative Measures,,Academia,"2,019.00",International Conference on Advances and Trends in Software Engineering,Conference,,"@inproceedings{Mamun2019,
author = {Mamun, Md Abdullah and Staron, Miroslaw and Berger, Christian and Hebig, Regina and Hansson, Jörgen},
year = {2019},
month = {03},
pages = {},
title = {Improving Code Smell Predictions in Continuous Integration by Differentiating Organic from Cumulative Measures}
}",,SpotBugs
S94,S199,Quality-Driven Detection and Resolution of Metamodel Smells,,Academia,"2,019.00",IEEE Access,Journal,,"@ARTICLE{8632659,  author={Bettini, Lorenzo and Di Ruscio, Davide and Iovino, Ludovico and Pierantonio, Alfonso},  journal={IEEE Access},   title={Quality-Driven Detection and Resolution of Metamodel Smells},   year={2019},  volume={7},  number={},  pages={16364-16376},  doi={10.1109/ACCESS.2019.2891357}}",,
S95,S204,Toward a smell-aware bug prediction model,,Academia,"2,019.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,,"@ARTICLE{8097044,  author={Palomba, Fabio and Zanoni, Marco and Fontana, Francesca Arcelli and De Lucia, Andrea and Oliveto, Rocco},  journal={IEEE Transactions on Software Engineering},   title={Toward a Smell-Aware Bug Prediction Model},   year={2019},  volume={45},  number={2},  pages={194-218},  doi={10.1109/TSE.2017.2770122}}",,
S96,S100,Overview of an Automated Framework to Measure and Track the Quality Level of a Product,"Mariana Falco
Ezequiel Scott
Gabriela Robiolo",Academia,"2,020.00",Biennial Congress of Argentina,Conference,https://doi.org/10.1109/ARGENCON49523.2020.9505405,"@INPROCEEDINGS{Falco2020-vt,
  title           = ""Overview of an automated framework to measure and track
                     the quality level of a product"",
  booktitle       = ""2020 {IEEE} Congreso Bienal de Argentina ({ARGENCON})"",
  author          = ""Falco, Mariana and Scott, Ezequiel and Robiolo, Gabriela"",
  publisher       = ""IEEE"",
  month           =  dec,
  year            =  2020,
  conference      = ""2020 IEEE Congreso Bienal de Argentina (ARGENCON)"",
  location        = ""Resistencia, Argentina""
}","This
framework is based on the Product Quality Evaluation Method
(PQEM), which was designed by the authors and it allows the
evaluation of the quality characteristics of a software product,
using the Goal-Question-Metric approach, the ISO/IEC 25010,
ISO/IEC 25023, the extension made of test coverage concept
to quality coverage applied to each quality characteristic, and
technical debt and waste.","SonarQube
Sikuli
JMeter"
S97,S101,Software Architecture Reconstruction via a Genetic Algorithm: Applying the Move Class Refactoring,"Theodoros Maikantis
Angeliki-Agathi Tsintzira
Apostolos Ampatzoglou
Elvira-Maria Ar-Vanitou
Alexander Chatzigeorgiou
Ioannis Stamelos
Stamatia Bibi
Ignatios Deligiannis",Academia,"2,020.00",Pan-Hellenic Conference on Informatics,Conference,https://doi.org/10.1145/3437120.3437292,"@INPROCEEDINGS{Maikantis2020-hr,
  title      = ""Software architecture reconstruction via a genetic algorithm:
                Applying the move class refactoring"",
  booktitle  = ""24th {Pan-Hellenic} Conference on Informatics"",
  author     = ""Maikantis, Theodoros and Tsintzira, Angeliki-Agathi and
                Ampatzoglou, Apostolos and Arvanitou, Elvira-Maria and
                Chatzigeorgiou, Alexander and Stamelos, Ioannis and Bibi,
                Stamatia and Deligiannis, Ignatios"",
  publisher  = ""ACM"",
  month      =  nov,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""PCI 2020: 24th Pan-Hellenic Conference on Informatics"",
  location   = ""Athens Greece""
}","To alleviate this problem (lack of architectural modularity), the most common solution is the application of a software refactoring, namely Move Class—i.e., moving classes
(the core artifact in object-oriented systems) from one module to another. To identify Move Class refactoring opportunities, we employ a search-based optimization process, relying on optimization metrics, through which optimal moves are derived.",DeRecGEA
S98,S102,On the Influence of UML Class Diagrams Refactoring on Code Debt: A Family of Replicated Empirical Studies,"Sávio Freire
Amanda Passos
Manoel Mendonça
Cláudio Sant’Anna
Rodrigo O. Spínola",Academia,"2,020.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA51224.2020.00064,"@INPROCEEDINGS{Freire2020-ch,
  title           = ""On the influence of {UML} class diagrams refactoring on
                     code debt: A family of replicated empirical studies"",
  booktitle       = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Freire, Savio and Passos, Amanda and Mendonca, Manoel and
                     Sant'Anna, Claudio and Spinola, Rodrigo O"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2020,
  conference      = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Portoroz, Slovenia""
}
",,"SonarQube
PMD
Enterprise Architect
EMF Refactor"
S99,S104,Piranha: Reducing Feature Flag Debt at Uber,"Murali Krishna Ramanathan
Lazaro Clapp, Rajkishore Barik
Manu Sridharan",Both,"2,020.00",International Conference on Software Engineering: Software Engineering in Practice,Conference,https://doi.org/10.1145/3377813.3381350,"@INPROCEEDINGS{Ramanathan2020-xh,
  title      = ""Piranha"",
  booktitle  = ""Proceedings of the {ACM/IEEE} 42nd International Conference on
                Software Engineering: Software Engineering in Practice"",
  author     = ""Ramanathan, Murali Krishna and Clapp, Lazaro and Barik,
                Rajkishore and Sridharan, Manu"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""ICSE '20: 42nd International Conference on Software Engineering"",
  location   = ""Seoul South Korea""
}","In this paper, we describe the design and implementation of
Piranha, an automated code refactoring tool which is used to
automatically generate differential revisions (a.k.a diffs) to delete
code corresponding to stale feature flags.",Piranha
S100,S105,Predicting technical debt from commit contents: reproduction and extension with automated feature selection,"Leevi Rantala
Mika Mantyl",Academia,"2,020.00",Software Quality Journal,Journal,https://doi.org/10.1007/s11219-020-09520-3,"@article{Rantala_2020,
	doi = {10.1007/s11219-020-09520-3},
	url = {https://doi.org/10.1007%2Fs11219-020-09520-3},
	year = 2020,
	month = {jul},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {28},
	number = {4},
	pages = {1551--1579},
	author = {Leevi Rantala and Mika Mäntylä},
	title = {Predicting technical debt from commit contents: reproduction and extension with automated feature selection},
	journal = {Software Quality Journal}
}","We reproduce and improve on a prior work by Yan
et al. (2018) on detecting commits that introduce self-admitted technical debt. We use
multiple natural language processing methods: Bag-of-Words, topic modeling, and word
embedding vectors.","SonarQube
Machine Learning Model"
S101,S106,Does migrating a monolithic system to microservices decrease the technical debt?,"Valentina Lenarduzzi
Francesco Lomio
Nyyti Saarimäki
Davide Taibi",Academia,"2,020.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2020.110710,"@article{Lenarduzzi_2020,
	doi = {10.1016/j.jss.2020.110710},
	url = {https://doi.org/10.1016%2Fj.jss.2020.110710},
	year = 2020,
	month = {nov},
	publisher = {Elsevier {BV}},
	volume = {169},
	pages = {110710},
	author = {Valentina Lenarduzzi and Francesco Lomio and Nyyti Saarimäki and Davide Taibi},
	title = {Does migrating a monolithic system to microservices decrease the technical debt?},
	journal = {Journal of Systems and Software}
}","We monitored the technical debt of an SME while it migrated from a legacy monolithic
system to an ecosystem of microservices. Our goal was to analyze changes in the code technical debt before and after the migration to microservices.","CAST Software
Coverity Scan
SQUORE
Designite
SonarQube"
